,title,text,time,image,country,3let,countrycode
13, Έκθεση του νοσοκομείου Charité αποκαλύπτει λεπτομέρειες για τη δηλητηρίαση του Ναβάλνι ,  Η έκθεση δημοσιεύθηκε στο περιοδικό The Lachet.  ,2020-12-23 19:13:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/55/55bbdc4c988c4b3d86e929e0028ed1b1.jpg,ελλάδα,,GR
14, Στο κινεζικό fund Orlando-Equity Holding Limited πωλείται η Paperpack ,  Μετά την πώληση ο νέος μέτοχος θα προχωρήσει σε δημόσια πρόταση και squeeze-out.  ,2020-12-23 19:12:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/a2/a2b5b53fd6fc4b769e7c5875d8ad6351.jpg,ελλάδα,,GR
15," Τουρκία: 27 χρόνια φυλακή για τον δημοσιογράφο Τζαν Ντουντάρ για ""κατασκοπεία"" και ""τρομοκρατία"" ","  Θα εκδοθεί νέο ένταλμα σύλληψης για τον δημοσιογράφο και θα ξεκινήσει διαδικασία για την επιστροφή του στη χώρα, σύμφωνα με την απόφαση.  ",2020-12-23 18:51:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/10/10e5d2ec69bf4d16afec810350647c03.jpg,τουρκία,,TR
16, Trastor: Απόκτηση κτηρίου γραφείων έναντι 17.100.000 ευρώ ,"  Επί της συμβολής των οδών Μιχαλακοπούλου 184 &amp; Ραψάνης, στην Αθήνα.  ",2020-12-23 18:51:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/ac/aca0f8155a124eae8ac28a8c6a5f6fa6.jpg,ελλάδα,,GR
17, Ισραήλ: Εντόπισε 4 κρούσματα του μεταλλαγμένου κορονοϊού ,  Τα τρία από τα κρούσματα αφορούν πρόσωπα που επέστρεψαν στο Ισραήλ από την Αγγλία.  ,2020-12-23 18:49:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/d8/d8721b01030245cdb214e8e1c5acb5df.jpg,ισραήλ,,IL
18, Βρετανία: Νέο ρεκόρ με 39.237 νέα κρούσματα κορονοϊού και 744 θανάτους ,  Ο υπουργός Υγείας της χώρας ανακοίνωσε την επέκταση της καραντίνας και σε άλλες περιοχές της Αγγλίας.  ,2020-12-23 18:47:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/72/722175ce03c24585b6f715e6dd46f401.jpg,ελλάδα,,GR
19, Ιράν: Ο Ροχανί συνέκρινε τον Τραμπ με τον δικτάτορα Σαντάμ Χουσεΐν ,"  ""Στην πρόσφατη ιστορία του Ιράν, χρειάστηκε δύο φορές να αντιμετωπίσουμε δύο τρελούς... τον (Ντόναλντ) Τραμπ και τον Σαντάμ"", δήλωσε ο Ροχανί.  ",2020-12-23 18:45:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/3e/3ec68408c74e4bb4b011b6aff3dabdff.JPG,ιράν,,IR
20, Lamda Development: Εξελέγη νέο ΔΣ - Εγκρίθηκε το πρόγραμμα stock option ,  Αποφάσεις της έκτακτης γενικής συνέλευσης.  ,2020-12-23 18:42:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/ba/ba4171b60a8046d987cf4e63e38d56af.jpg,ελλάδα,,GR
21, ΔΕΗ και Αρχιρόδον διεκδικούν από κοινού υδροηλεκτρικό έργο στη Βόρεια Μακεδονία ,"  Πρόκειται για το υδροηλεκτρικό έργο Cebren, το οποίο αφορά την παραχώρηση άδειας για τη χρήση νερού σχετικά με την παραγωγή ηλεκτρικής ενέργειας από υδροηλεκτρικές μονάδες στον ποταμό Crna Reka.  ",2020-12-23 18:37:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/cd/cdadd89066664b2f851a51ed15503964.jpg,μακεδονία,,MK
22, Διατροφικά tips και ιδέες για ποιοτικό χρόνο στο σπίτι από τις Αθλητικές Ακαδημίες ΟΠΑΠ ,  Αναστάσιος Παπαλαζάρου και Στέλλα Αργυρίου συμβουλεύουν γονείς και παιδιά.  ,2020-12-23 18:33:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/97/978b0df3b4514a1699c45fec557a0e35.jpg,ελλάδα,,GR
23, Σε δύο φάσεις η πρεμιέρα του νέου πτωχευτικού ,"  Η πρώτη φάση ξεκινά με αίτηση σε δικαστήριο μέχρι την 1η Μαρτίου, ενώ η δεύτερη από 1η Ιουνίου αποκλειστικά μέσω της ηλεκτρονικής πλατφόρμας. Δεν εξετάζεται νέα ""Γέφυρα"".  ",2020-12-23 18:30:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/50/50c8c9cf03bd41278da6f40282b4ae28.jpg,ελλάδα,,GR
24, Αντίδραση του Ιράκ για τη χάρη που έδωσε ο Τραμπ στους Αμερικανούς που εμπλέκονταν στο σκάνδαλο Blackwater ,"  Οι τέσσερις Αμερικανοί είχαν κριθεί ένοχοι για συμμετοχή σε πυροβολισμούς στη Βαγδάτη στις 16 Σεπτεμβρίου 2007, ένα αιματηρό επεισόδιο που είχε προκαλέσει διεθνές σκάνδαλο επισημαίνοντας συγκεκριμένα ...  ",2020-12-23 18:24:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/5e/5e8457de4a2e41db903ae0a7706550a3.jpg,ιράκ,,IQ
25, Κουτσούμπας: Χωρίς τα αναγκαία μέτρα η σωστή προετοιμασία για τον εμβολιασμό υπονομεύεται ,"  ""Το σημαντικότερο αυτή τη στιγμή είναι το μήνυμα της θωράκισης του δημόσιου συστήματος υγείας και της λήψης των αναγκαίων μέτρων προστασίας, μήνυμα το οποίο η κυβέρνηση συστηματικά και συνειδητά...  ",2020-12-23 18:22:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/f3/f3a2f1ee74e447be97addadb86106d88.jpg,ελλάδα,,GR
26," Endeavor Greece: Ούτε η εταιρεία, ούτε η Μαρέβα Μητσοτάκη έχουν καμία σχέση με τη Folli Follie ",  Αυτό αναφέρει σε ανακοίνωσή της η Endeavor Greece  ,2020-12-23 18:21:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/32/3274e257f5e246c6b1d63fb3d6e17cb0.jpg,ελλάδα,,GR
27, Άσκηση προσομοίωσης του εμβολιασμού για τον κορονοϊό στο Νοσοκομείο Ιωαννίνων ,"  Αφού παραλειφθούν οι πρώτες δόσεις του εμβολίου, ξεκινάει από Τρίτη 29/12/2020 ο εμβολιασμός, ο οποίος θα πραγματοποιηθεί σε κατάλληλα διαμορφωμένους χώρους του Νοσοκομείου.  ",2020-12-23 18:16:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/33/339d8cbf156141f8bf7a7e636fce5141.jpg,ελλάδα,,GR
28, Παπουτσάνης: Εγκρίθηκε η ΑΜΚ με κεφαλαιοποίηση αποθεματικών από τη ΓΣ ,  Αποφάσεις της έκτακτης γενικής συνέλευσης.  ,2020-12-23 18:12:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/e9/e9d85dcf989d4a61917f24c6ef28093e.png,ελλάδα,,GR
29, Β. Κικίλιας: Θα υπάρξουν και αστοχίες στο σχέδιο του εμβολιασμού ,"  Στον μεγάλο σχεδιασμό του εμβολιασμού, το οποίο ποτέ στο παρελθόν δεν έχει εφαρμοστεί σε παγκόσμια κλίμακα, για την Covid-19, και στην προετοιμασία που έχει γίνει στην Ελλάδα, ώστε να ξεκινήσει και...  ",2020-12-23 18:12:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/9c/9c5f20414c634998b653141bb3ce25f9.jpg,ελλάδα,,GR
30, Καναδάς: Ενέκρινε το εμβόλιο κατά του κορονοϊού της Moderna ,  Μέχρι τα τέλη του έτους αναμένεται να παραδοθούν στον Καναδά 168.000 δόσεις του εμβολίου της Moderna.  ,2020-12-23 18:06:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/4e/4ef608903c9645e6bdf597e66833e726.jpg,καναδάς,,CA
31, Θετική γνωμοδότηση για τη δημιουργία αιολικών πάρκων στο όρος Βέρμιο ,"  Από την Επιτροπή Ανάπτυξης, Καινοτομίας και Αγροτικής Οικονομίας της Περιφέρειας Κεντρικής Μακεδονίας.  ",2020-12-23 18:03:00,,ελλάδα,,GR
32," Κορονοϊός: Νέα ""ανησυχητική"" μετάλλαξη εντόπισαν οι Βρετανοί ","  ""Αυτή η νέα μετάλλαξη είναι πολύ ανησυχητική επειδή είναι ακόμη πιο μεταδοτική και φαίνεται ότι (ο ιός) έχει μεταλλαχθεί περισσότερο σε σύγκριση με την (πρώτη) μετάλλαξη που εντοπίστηκε στο ΗΒ"",...  ",2020-12-23 18:03:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/3b/3b09d79510c447758a3069eed124ef33.jpg,ελλάδα,,GR
33," Brexit: Δεν αποκλείεται να υπάρξει συμφωνία τις επόμενες ώρες, σύμφωνα με διπλωμάτες ",  Την ώρα που συνεχίζονται οι διαπραγματεύσεις μεταξύ Βρετανίας και ΕΕ.  ,2020-12-23 17:58:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/89/89cf1a56df9a4a618c3e914fae2c8378.jpg,ελλάδα,,GR
34, Βρετανός καθηγητής: Η νέα μετάλλαξη του κορονοϊού έχει διασπαρεί στις περισσότερες ευρωπαϊκές χώρες ,"  Βρέθηκαν περιπτώσεις στην Ισλανδία, τη Δανία, την Ολλανδία, την Ιταλία και το Βέλγιο, σύμφωνα με τον Παγκόσμιο Οργανισμό Υγείας.  ",2020-12-23 17:39:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/c2/c2717192cd0a4f619cb393779512c338.jpg,ελλάδα,,GR
35, Οι πωλήσεις νέων κατοικιών στις ΗΠΑ μειώθηκαν απότομα τον Νοέμβριο ,  Παρά το ότι η αγορά κατοικιών εξακολουθεί να υποστηρίζεται από ιστορικά χαμηλά επιτόκια στεγαστικών δανείων.  ,2020-12-23 17:36:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/10/1052b9dcb58c4815b678d762c6ad0ddb.jpg,ελλάδα,,GR
36, Ιταλία: Αποζημίωση €100 εκατ. από την κυβέρνηση ζητούν 500 οικογένειες για θάνατο συγγενών τους από κορονοϊό ,  Θεωρούν υπεύθυνους την προεδρία της κυβέρνησης και το ιταλικό υπουργείο Υγείας για ελλιπή και καθυστερημένη αντιμετώπιση της κατάστασης έκτακτης ανάγκης.  ,2020-12-23 17:29:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/9d/9d636191039e4dd0a6a4c6d6a22af46a.jpg,ιταλία,,IT
37, Τσίπρας: Ζήτησε συζήτηση πολιτικών αρχηγών για τα φαινόμενα αδιαφάνειας και αυθαιρεσίας ,  Με επιστολή του στον πρόεδρο της Βουλής Κώστα Τασούλα.  ,2020-12-23 17:20:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/3b/3ba0d58532f140c998d1a18a72228aff.jpg,ελλάδα,,GR
38, ΑΑΔΕ: Παρατείνεται έως 31 Μαρτίου 2021 η απόσυρση ταμειακών μηχανών ,  Καθώς και η προθεσμία για την αναβάθμιση των τεχνικών προδιαγραφών των ΦΗΜ.  ,2020-12-23 17:13:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/ca/ca5a95e1a1d449ffa967d49894107c55.jpg,ελλάδα,,GR
39, Ρωσία: Σταματά η επιλογή εθελοντών για κλινικές δοκιμές του εμβολίου Sputnik-V ,  Το υπουργείο Υγείας θεωρεί ότι η επιλεγείσα ομάδα των εθελοντών επιτρέπει πλήρως να διερευνηθεί η ασφάλεια και η αποτελεσματικότητα του εμβολίου.  ,2020-12-23 16:58:00,,ρωσία,,RU
40, Παράταση για την καταχώρηση στοιχείων στο Μητρώο Πραγματικών Δικαιούχων έως 30/6/2021 ζητά η ΠΟΦΕΕ ,  Καθώς η πανδημία δυσχεραίνει έως καθιστά αδύνατη την διεκπεραίωση τέτοιου είδους διαδικασιών.  ,2020-12-23 16:52:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/cb/cb58bcd57798451da6af93021dbadeeb.jpg,ελλάδα,,GR
41, Βορίδης: Πάνω από 33 εκατ. ευρώ σε πληγέντες παραγωγούς λόγω Covid-19 ,  Ολοκληρώθηκε η πληρωμή των δικαιούχων.  ,2020-12-23 16:44:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/4e/4e068bff6f0047ab940962a1da7616fc.jpg,ελλάδα,,GR
42, Κορονοϊός: O πρόεδρος του Παγκόσμιου Ιατρικού Συλλόγου προειδοποιεί ότι τα γρήγορα τεστ παρέχουν μόνο παραπλανητική ασφάλεια ,"  ''Τα γρήγορα τεστ ανίχνευσης κορονοϊού είναι μεν καλά, αλλά όχι ολοκληρωμένα και ψυχολογικά υπάρχει μεγάλος κίνδυνος''.  ",2020-12-23 16:44:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/af/af2eb6a696b0478e899e4ba0b9da04a1.jpg,ελλάδα,,GR
43, Έκτακτη βοήθεια €25 εκατ. από Κομισιόν για ενίσχυση των υγειονομικών υποδομών κατά του κορονοϊού ,  Τα 15 εκατ. θα διατεθούν για την ενίσχυση των νοσοκομείων όλων των περιφερειών όπου λειτουργούν δομές φιλοξενίας αιτούντων άσυλο.  ,2020-12-23 16:42:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/4b/4b8e0db00b044d9284a0c6751d86a0e0.jpg,ελλάδα,,GR
44, Τουρκοκύπριος πολιτικός: Συζήτηση επί ίσοις όροις αλλιώς οι Ελληνοκύπριοι να μην περιμένουν λύση ,"  Είπε ότι ""οι Τουρκοκύπριοι δεν είναι μειονότητα στο νησί αλλά ισότιμος εταίρος"".  ",2020-12-23 16:41:00,,ελλάδα,,GR
45, Νέα ηλεκτρονική πλατφόρμα Μητρώου Επιχειρήσεων Ελεγχόμενων Ουσιών (F-GASES & ODS) ,  Για την καταγραφή και παρακολούθηση των επιχειρήσεων που δραστηριοποιούνται με ελεγχόμενες ουσίες των Ευρωπαϊκών Κανονισμών 517/2014 και 1005/2009.  ,2020-12-23 16:30:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/1b/1bee7fdee6f64a299588c21290f1fb1f.png,ελλάδα,,GR
46, Τουρκία: Το Συμβούλιο της Ευρώπης ζήτησε και πάλι σήμερα την απελευθέρωση του Σελαχατίν Ντεμιρτάς ,  Μία ημέρα μετά την απόφαση του Ευρωπαϊκού Δικαστηρίου Δικαιωμάτων του Ανθρώπου για το θέμα που προκάλεσε την οργή του Ταγίπ Ερντογάν.  ,2020-12-23 16:13:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/48/48ba884c69dd495e8d2a63181e65938f.jpg,τουρκία,,TR
47, Ειδική εφαρμογή για την πορεία των επενδύσεων από το υπουργείο Ανάπτυξης ,  Προς διευκόλυνση των υποψήφιων επενδυτών/δικαιούχων προγραμμάτων δημιουργήθηκαν τρία ενημερωτικά βίντεο.  ,2020-12-23 16:13:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/8e/8e2100b4f2e645108b77cc5243ea8490.jpg,ελλάδα,,GR
48, ΗΠΑ: Μειώθηκαν προσωπικά έσοδα και δαπάνες τον Νοέμβριο ,"  Τα αμερικανικά νοικοκυριά μείωσαν τις δαπάνες τους τον Νοέμβριο, για πρώτη φορά στο επτάμηνο, ενώ και τα εισοδήματά τους μειώθηκαν κατακόρυφα, σε μια νέα ένδειξη ότι ο ιός επηρεάζει την οικονομική...  ",2020-12-23 16:11:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/5d/5d256163252a47ffbbde936b9ebf25c7.jpg,ελλάδα,,GR
49, Ν. Δένδιας: Ας ελπίσουμε να είναι τα τελευταία Χριστούγεννα που περνάει κανείς με τον τρόπο που τα περνάμε φέτος ,  Τι είπε ο κ. Δένδιας για το Κέντρο Υποδοχής και Αλληλεγγύης του Δήμου Αθηναίων.  ,2020-12-23 16:07:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/e7/e7a8a278e3254a24a083a240e95a0ce3.jpg,ελλάδα,,GR
50, Κορονοϊός: Η Σουηδία κατέγραψε 6.609 νέα κρούσματα και 112 θανάτους ,  Παρατείνει την απαγόρευση για πτήσεις από τη Βρετανία.  ,2020-12-23 16:04:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/67/6787138fed324726ae46327ce93e4e44.jpg,σουηδία,,SE
51, Ιταλοί εγκλωβισμένοι στη Μ.Βρετανία ,  Περισσότεροι από 200 Ιταλοί έχουν μπλοκαριστεί στα αεροδρόμια του Λονδίνου εδώ και τρεις μέρες.  ,2020-12-23 15:51:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/df/df98b7fd75014fe4a91b5fdd64e13ace.jpg,ελλάδα,,GR
52, Πώς θα δανειστεί η Ελλάδα από τις αγορές το 2021 ,"  Το πρόγραμμα που θα ανακοινώσει -μάλλον σήμερα- ο ΟΔΔΗΧ θα προβλέπει δανεισμό €10-12 δισ., έναντι αναγκών χρηματοδότησης €16,36 δισ.  ",2020-12-23 15:51:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/6c/6c491cb344d64cc5acde7baf41c2941e.jpg,ελλάδα,,GR
53," ΗΠΑ: Μειώθηκαν περισσότερο από ό,τι αναμενόταν οι αιτήσεις για παροχή επιδόματος ανεργίας ","  Ο αριθμός των εργαζόμενων που αιτήθηκε παροχής επιδόματος ανεργίας, μειώθηκε στις ΗΠΑ την προηγούμενη εβδομάδα, αν και παρέμεινε σε υψηλό επίπεδο καθώς όλο και περισσότερες επιχειρήσεις βρίσκονται...  ",2020-12-23 15:40:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/29/29293d8cdd97404fb40e24cb8a643a3a.jpg,ελλάδα,,GR
54," Ηλιόπουλος: Η κυβέρνηση αντί για προσλήψεις υγειονομικών, μεταφέρει γιατρούς από την Αττική στη Β. Ελλάδα ",  ''Η κοινωνία αντιμετωπίζει μία νέα τραγωδία με ευθύνη της κυβέρνησης''.  ,2020-12-23 15:14:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/f8/f8da44b2ec7845d593ced02ef2c8e17a.jpg,ελλάδα,,GR
55, Ο Αυστριακός ΥΠΕΞ δεν πιστεύει ότι θα αποτύχει η εξεύρεση συμφωνίας για το Brexit ,"  ""Δεν μπορώ να φανταστώ ότι δεν μπορούμε να βρούμε μια συμφωνία"".  ",2020-12-23 14:48:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/fb/fbe0ab9de66a4ed990e4e09eba1735bf.jpg,ελλάδα,,GR
56, ΗΠΑ: Αυξήθηκαν για έβδομο μήνα οι παραγγελίες διαρκών αγαθών ,"  Οι παραγγελίες για διαρκή καταναλωτικά αγαθά στις ΗΠΑ αυξήθηκαν 0,9% τον Νοέμβριο, μετά από την αύξηση 1,8% τον προηγούμενο μήνα.  ",2020-12-23 14:45:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/f2/f2bbd48e7d384aaead337364f73df1df.jpg,ελλάδα,,GR
57, Εκκίνηση από την Πρωτοχρονιά για τα έργα του Ταμείου Ανάκαμψης - Ποια μπαίνουν στην γραμμή της αφετηρίας ,  Ώστε να μην χαθεί χρόνος και χρήμα στην υλοποίηση του Ελληνικού Προγράμματος Ανάκαμψης και Ανθεκτικότητας.  ,2020-12-23 14:31:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/8e/8ea5b060e2be4fa4a106f426b4206862.jpg,ελλάδα,,GR
58, Κορονοϊός: Η υγεία του Μακρόν δείχνει σημάδια βελτίωσης ,  Ο Μακρόν έχει τεθεί σε αυτοαπομόνωση στις Βερσαλλίες.  ,2020-12-23 14:31:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/ff/ffed12430b6c488aadc1cc01b7db4b30.jpg,ελλάδα,,GR
59, Τηλεφωνική επικοινωνία Ν. Δένδια με ΥΠΕΞ ΗΑΕ - Στο επίκεντρο οι διμερείς σχέσεις ,  Καθώς και οι εξελίξεις στην Ανατολική Μεσόγειο.  ,2020-12-23 14:29:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/c7/c7de27faf7a742ed8a52aac0ee16d223.jpg,ελλάδα,,GR
60, Προτάσεις βελτίωσης και κριτική στο ψήφισμα Αντιπροσωπείας του ΤΕΕ για το Εξοικονομώ – Αυτονομώ ,  Και γενικότερα για τα προγράμματα εξοικονόμησης ενέργειας.  ,2020-12-23 14:09:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/7f/7fbaceb6f7ca43e09fec00f9903ea0e6.jpg,ελλάδα,,GR
61, Εγκρίθηκε το Εθνικό Σχέδιο Διαχείρισης Λυμάτων ,  Για 269 οικισμούς σε όλη τη χώρα.  ,2020-12-23 13:46:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/ce/ce06de9871004934b912b537b5b76d41.png,ελλάδα,,GR
62, ΣΥΡΙΖΑ: Να απαντήσει ο Μητσοτάκης για τη χρηματοδότηση Κουτσολιούτσων από εταιρία της οικογένειάς του ,"  ""Σιγά-σιγά έρχονται στο φως αποκαλύψεις που φανερώνουν το στήσιμο που μεθόδευσε ο κ. Μητσοτάκης για να αλλάξει την ατζέντα από τα αδιέξοδα στην πανδημία, την οικονομία, αλλά και το πάρτι εκατομμυρίων ...  ",2020-12-23 13:40:00,https://www.capital.gr/Content/ImagesDatabase/p/170x132/crop/both/ce/cedee5a8b3774c2882d1408080508962.jpg,ελλάδα,,GR
